,src,dest,total_voltage
2380,18029,18137,514.0
2381,18041,18161,69.0
2382,18041,18047,69.0
2383,18137,18047,207.0
2384,22071,22087,805.0
2385,22071,22087,345.0
2386,39061,18029,276.0
2387,13209,13279,115.0
2388,18139,18145,207.0
2389,18139,18145,69.0
2390,18041,18139,69.0
2391,18031,18005,138.0
2392,01071,47051,161.0
2393,18065,18177,69.0
2394,18177,18161,207.0
2395,26053,55125,69.0
2396,21139,21143,552.0
2397,13295,13047,322.0
2398,55003,55007,161.47699408284024
2399,21139,21157,517.9769940828403
2400,26075,26025,307.0
2401,45063,45079,1495.0
2402,47183,47131,230.0
2403,55025,55021,759.0
2404,21145,21105,161.0
2405,21145,21105,69.0
2406,47053,47183,161.0
2407,45063,45039,920.0
2408,47053,47131,69.0
2409,38015,38029,115.0
2410,47053,47183,69.0
2411,47183,47017,69.0
2412,47183,47079,69.0
2413,47005,47017,230.0
2414,45039,45079,805.0
2415,47005,47085,483.0
2416,47005,47085,69.0
2417,21007,21105,69.0
2418,21007,21145,304.7628595569597
2419,45049,45013,345.0
2420,21169,21009,69.0
2421,22053,22003,69.0
2422,47125,47043,69.0
2423,47085,47043,230.0
2424,45005,45049,522.0
2425,45005,45011,184.0
2426,45005,45003,115.0
2427,21093,21099,138.0
2428,45009,45011,310.97699408284024
2429,21139,21055,138.0
2430,21055,21143,69.0
2431,21031,21183,69.0
2432,45003,45011,575.0
2433,01063,01119,253.95398816568047
2434,21029,21111,345.0
2435,21179,21029,138.0
2436,21215,21211,69.0
2437,21029,21169,322.0
2438,21111,21185,621.0
2439,21029,21215,161.0
2440,21215,21211,161.0
2441,42029,42071,207.0
2442,21111,21211,69.0
2443,45083,45087,441.97699408284024
2444,42095,42077,1673.0
2445,21093,21179,207.0
2446,13073,45037,115.0
2447,50015,50023,149.5
2448,21217,21087,161.0
2449,21217,21087,69.0
2450,72013,72071,230.0
2451,21179,21229,69.0
2452,72097,72093,38.0
2453,21167,21079,483.0
2454,21229,21021,69.0
2455,21167,21021,345.0
2456,21021,21137,69.0
2457,21079,21137,138.0
2458,21151,21079,69.0
2459,21049,21079,345.0
2460,05119,05125,345.0
2461,21043,21205,69.0
2462,21043,21089,138.0
2463,05033,05143,69.0
2464,54099,21019,276.0
2465,21127,21019,138.0
2466,54099,21019,621.0
2467,45083,45021,625.9769940828403
2468,21071,21115,69.0
2469,21159,21115,69.0
2470,51195,51720,644.0
2471,21071,21115,207.0
2472,21195,21133,138.0
2473,21025,21071,46.0
2474,21071,21133,46.0
2475,21193,21133,46.0
2476,21131,21193,92.0
2477,51195,51167,414.0
2478,51105,21095,299.0
2479,45071,45023,100.0
2480,37161,45083,960.0
2481,45015,45085,230.0
2482,21013,21095,230.0
2483,21159,21115,69.0
2484,51105,21013,500.0
2485,21195,21159,276.0
2486,54081,54109,46.0
2487,51051,51027,69.0
2488,51105,21095,238.0
2489,51185,51027,138.0
2490,51185,54055,138.0
2491,51197,51035,414.0
2492,51155,51197,138.0
2493,54019,54081,376.0
2494,21195,54059,115.0
2495,39013,54069,207.0
2496,51105,51195,69.0
2497,51195,21095,69.0
2498,17117,17119,307.0
2499,21235,21013,69.0
2500,21051,21013,69.0
2501,27095,27141,138.0
2502,21049,21197,138.0
2503,21109,21203,69.0
2504,21109,21051,230.0
2505,21125,21051,69.0
2506,21045,21137,69.0
2507,21155,21045,161.0
2508,47013,21147,161.0
2509,21231,21147,230.0
2510,47151,21147,161.0
2511,21187,21103,69.0
2512,21187,21041,207.0
2513,21103,21211,138.0
2514,21187,21077,69.0
2515,21097,21181,69.0
2516,21181,21161,69.0
2517,38059,38065,641.7628595569597
2518,13023,13235,115.0
2519,54019,54025,138.0
2520,54019,54025,69.0
2521,54067,54025,207.0
2522,38049,38075,66.7628595569597
2523,38101,38049,126.97699408284024
2524,38101,38049,156.6
2525,38101,38069,115.0
2526,38055,38101,115.0
2527,27021,27035,310.97699408284024
2528,38061,38105,230.0
2529,27141,27009,414.0
2530,38061,38105,1380.0
2531,27145,27153,69.0
2532,38009,38049,115.0
2533,38009,38079,115.0
2534,38005,38095,184.0
2535,38005,38071,156.6
2536,38055,38061,115.0
2537,38055,38057,1380.0
2538,38055,38057,230.0
2539,38059,38057,115.0
2540,38057,38093,230.0
2541,38055,38049,271.6
2542,27145,27121,138.0
2543,38037,38059,317.5257191139194
2544,38001,46105,69.0
2545,38001,38041,184.0
2546,38037,38041,69.0
2547,38089,38041,115.0
2548,38089,38057,115.0
2549,38053,38057,345.0
2550,31049,31069,230.0
2551,47179,47059,299.0
2552,47073,47059,69.0
2553,47001,47013,391.0
2554,47013,47025,69.0
2555,47151,47013,69.0
2556,38017,38097,184.0
2557,38015,38043,115.0
2558,37177,37187,115.0
2559,38073,38081,115.0
2560,38017,38073,115.0
2561,38017,27119,230.0
2562,38017,38003,340.6
2563,55011,55121,391.0
2564,39039,39069,307.0
2565,55033,55035,138.0
2566,55011,55035,69.0
2567,38097,27107,69.0
2568,38017,38093,230.0
2569,27111,38077,230.0
2570,38105,38023,184.0
2571,38023,38013,115.0
2572,38101,38013,184.0
2573,38003,38039,69.0
2574,38071,38063,152.6
2575,38035,38063,110.8
2576,38071,38019,110.6
2577,46129,46031,115.0
2578,46129,46045,115.0
2579,46063,38011,169.0
2580,26147,26049,345.0
2581,26147,26125,345.0
2582,36029,36009,526.7628595569597
2583,36029,36009,115.0
2584,22051,22075,460.0
2585,36099,36011,241.97699408284024
2586,36013,36029,460.0
2587,36013,36029,230.0
2588,01035,01025,169.0
2589,12105,12049,296.7628595569597
2590,12057,12105,365.7628595569597
2591,36051,36055,184.0
2592,36067,36011,345.0
2593,36029,36037,230.0
2594,36037,36063,115.0
2595,36013,42123,115.0
2596,36029,36121,133.5257191139194
2597,22057,22051,115.0
2598,36029,36121,230.0
2599,12131,12133,230.0
2600,26115,26091,483.0
2601,39095,26091,345.0
2602,39159,18069,765.0
2603,17195,17103,483.0
2604,18091,18141,759.0
2605,54039,54019,276.0
2606,40101,40121,345.0
2607,17157,17133,345.0
2608,51119,51097,230.0
2609,17167,17117,138.0
2610,21155,21179,69.0
2611,13045,13097,115.0
2612,21035,21157,69.0
2613,18125,18037,69.0
2614,38055,38103,230.0
2615,39155,39081,345.0
2616,12073,12129,460.0
2617,29021,29003,506.0
2618,27153,27041,184.0
2619,01001,01021,126.97699408284024
2620,51033,51109,615.0
2621,38009,38075,284.0
2622,13077,13285,345.0
2623,18083,18125,138.0
2624,47001,47129,138.0
2625,22033,22037,138.0
2626,46037,46013,230.0
2627,27155,38077,115.0
2628,38023,38013,184.0
2629,38099,38035,394.8
2630,13209,13283,115.0
2631,38085,46031,66.7628595569597
2632,72151,72095,284.0
2633,13121,13067,730.0
2634,27099,27047,161.0
2635,36045,36075,230.0
2636,38097,27107,69.0
2637,01037,01121,241.97699408284024
2638,36073,36063,115.0
2639,28007,28079,161.0
2640,22037,22125,138.0
2641,22033,22121,230.0
2642,22033,22121,460.0
2643,28017,28095,138.0
2644,36009,42063,345.0
2645,55021,55027,276.0
2646,55111,55103,69.0
2647,55043,55049,207.0
2648,55043,55023,368.0
2649,55043,55023,69.0
2650,55043,55065,138.0
2651,55127,55059,69.0
2652,55025,55045,69.0
2653,55105,55025,69.0
2654,34001,34009,169.0
2655,55077,55137,69.0
2656,55077,55021,69.0
2657,55069,55073,230.0
2658,55031,55129,227.7628595569597
2659,55031,55129,69.0
2660,55025,55049,138.0
2661,55049,55065,138.0
2662,39121,39111,264.97699408284024
2663,39167,39121,169.0
2664,39067,39059,69.0
2665,39013,39121,138.0
2666,39019,39157,169.0
2667,39067,39019,307.0
2668,19081,19033,230.0
2669,19189,19081,169.0
2670,28105,28025,227.7628595569597
2671,24005,24025,1150.0
2672,10001,24035,69.0
2673,05007,40041,287.97699408284024
2674,05043,05079,181.7628595569597
2675,29153,29213,69.0
2676,26053,55003,126.97699408284024
2677,05099,05073,115.0
2678,13031,13109,115.0
2679,37007,37123,115.0
2680,19029,19121,345.0
2681,21219,21047,69.0
2682,13157,13059,920.0
2683,27053,27171,882.0
2684,22011,22019,207.0
2685,39165,39017,1273.0
2686,12051,12043,380.9309822485207
2687,12099,12051,138.0
2688,21097,21015,138.0
2689,33013,33011,230.0
2690,37161,37045,330.0
2691,36115,36113,115.0
2692,51113,51003,115.0
2693,05045,05085,115.0
2694,36053,36067,296.7628595569597
2695,51023,51197,765.0
2696,42027,42033,460.0
2697,13121,13135,690.0
2698,36001,36083,345.0
2699,51165,51660,169.0
2700,38033,38007,133.5257191139194
2701,21045,21199,230.0
2702,20033,20097,34.5
2703,37017,37051,460.0
2704,38015,46129,230.0
2705,26137,26031,138.0
2706,22123,05017,115.0
2707,39133,42007,690.0
2708,13057,13227,241.97699408284024
2709,28041,28039,299.0
2710,20185,20151,115.0
2711,29027,29151,69.0
2712,22033,22125,494.97699408284024
2713,24001,54065,138.0
2714,51007,51135,115.0
2715,29205,29127,69.0
2716,34041,34037,230.0
2717,24003,24027,690.0
2718,12009,12127,115.0
2719,51089,51141,138.0
2720,13261,13273,115.0
2721,01101,01041,115.0
2722,40131,40105,138.0
2723,27145,27141,115.0
2724,31041,31111,460.0
2725,42029,24015,230.0
2726,01045,01109,230.0
2727,12086,12011,1000.9769940828403
2728,24005,24027,920.0
2729,45029,45049,230.0
2730,19111,19087,161.0
2731,27021,27057,284.0
2732,36019,36033,460.0
2733,38035,38091,230.0
2734,12009,12061,598.0
2735,24045,24047,69.0
2736,28163,28051,169.0
2737,47155,47089,322.0
2738,20057,20025,514.0
2739,39035,39055,276.0
2740,37197,37171,200.0
2741,29183,17119,621.0
2742,33001,33009,230.0
2743,51081,51595,284.0
2744,29165,20103,161.0
2745,51155,51071,276.0
2746,29109,29145,161.0
2747,37193,37197,200.0
2748,45053,45013,877.5257191139194
2749,22073,05139,500.0
2750,28107,28119,115.0
2751,27005,27057,230.0
2752,55009,55061,345.0
2753,27013,27043,161.0
2754,17035,18153,345.0
2755,18181,18131,138.0
2756,26121,26127,138.0
2757,54037,51043,138.0
2758,51019,51680,552.0
2759,24011,24019,230.0
2760,12071,12021,828.0
2761,01115,01121,230.0
2762,51059,51013,230.0
2763,18053,18069,276.0
2764,42059,42051,500.0
2765,01075,01073,500.0
2766,37115,37021,241.97699408284024
2767,54093,54083,138.0
2768,01101,01011,230.0
2769,28007,28019,500.0
2770,20153,20039,115.0
2771,39163,39009,126.97699408284024
2772,51015,51163,500.0
2773,47165,47159,161.0
2774,17161,17195,345.0
2775,47099,01079,161.0
2776,18141,18183,345.0
2777,33019,33009,115.0
2778,55105,55025,483.0
2779,19089,27045,307.0
2780,55075,26043,483.0
2781,55021,55047,345.0
2782,29167,29085,161.0
2783,01071,13295,161.0
2784,29027,29051,69.0
2785,05063,05023,161.0
2786,33013,33001,115.0
2787,51003,51540,690.0
2788,01109,01031,169.0
2789,42081,42093,230.0
2790,54009,42125,138.0
2791,45027,45085,230.0
2792,50025,33005,483.0
2793,17115,17173,207.0
2794,47113,47077,161.0
2795,39031,39075,138.0
2796,01035,01099,460.0
2797,24045,24039,207.0
2798,26045,26025,345.0
2799,39167,54073,138.0
2800,51049,51065,399.0
2801,51003,51065,471.97699408284024
2802,28085,28113,230.0
2803,42071,42075,69.0
2804,31047,31019,299.0
2805,37063,37077,169.0
2806,01113,01011,115.0
2807,55099,55107,230.0
2808,54069,54009,138.0
2809,54069,54009,69.0
2810,20185,20145,69.0
2811,27131,27079,138.0
2812,22033,22063,593.5257191139194
2813,72061,72025,115.0
2814,54001,54091,276.0
2815,18095,18029,276.0
2816,22071,22103,230.0
2817,39025,18077,690.0
2818,20053,20051,230.0
2819,50017,33009,230.0
2820,26091,26161,138.0
2821,42091,42077,569.0
2822,29033,29117,69.0
2823,36097,36109,115.0
2824,10003,24015,669.0
2825,37141,37129,126.97699408284024
2826,47103,47051,161.0
2827,47003,47117,322.0
2828,55083,55009,276.0
2829,13223,13067,356.97699408284024
2830,39159,39021,138.0
2831,40115,40097,161.0
2832,33007,33009,115.0
2833,42035,42033,230.0
2834,13099,01069,115.0
2835,31135,31101,345.0
2836,19019,19065,161.0
2837,31167,31043,230.0
2838,37159,37067,460.0
2839,05037,05035,322.0
2840,21139,21145,230.0
2841,21237,21197,69.0
2842,17161,17103,345.0
2843,55097,55087,345.0
2844,01089,01083,500.0
2845,13183,13127,115.0
2846,47119,47187,322.0
2847,13117,13085,230.0
2848,12131,01039,126.97699408284024
2849,31077,31175,115.0
2850,40017,40087,138.0
2851,40145,40131,138.0
2852,47081,47085,322.0
2853,22095,22093,460.0206000276511
2854,17097,17111,414.0
2855,25017,25027,549.7628595569597
2856,51181,51670,460.0
2857,19013,19011,161.0
2858,47165,47037,299.0
2859,37185,51117,230.0
2860,21153,21127,69.0
2861,25011,36083,230.0
2862,13113,13063,345.0
2863,36115,50021,284.0
2864,12107,12109,230.0
2865,39037,39109,207.0
2866,20009,20155,230.0
2867,28143,05107,460.0
2868,40099,40123,276.0
2869,42111,42021,115.0
2870,12057,12103,66.7628595569597
2871,05073,05027,345.0
2872,72007,72025,115.0
2873,13205,13275,169.0
2874,34003,36087,676.0
2875,13133,13059,115.0
2876,13135,13089,575.0
2877,19131,27099,414.0
2878,45019,45035,460.0
2879,55123,55063,161.0
2880,21069,21205,207.0
2881,20147,20137,115.0
2882,36093,36083,230.0
2883,12053,12101,310.97699408284024
2884,31145,31087,184.0
2885,26125,26093,169.0
2886,13305,13127,115.0
2887,21231,21207,161.0
2888,51550,51800,730.0
2889,40041,40035,69.0
2890,29209,29043,230.0
2891,51087,51760,356.97699408284024
2892,01065,01063,241.97699408284024
2893,01001,01051,345.0
2894,36079,36027,1204.0
2895,37117,37013,126.97699408284024
2896,22037,22091,66.7628595569597
2897,26145,26157,345.0
2898,13075,13019,230.0
2899,27063,27105,506.0
2900,37163,37191,345.0
2901,13025,13299,169.0
2902,27053,27019,184.0
2903,47045,47095,161.0
2904,12089,13039,230.0
2905,39087,39145,138.0
2906,22005,22093,230.0
2907,12005,12063,345.0
2908,29017,29123,161.0
2909,18061,18043,345.0
2910,42071,42043,345.0
2911,13115,13055,115.0
2912,55087,55009,138.0
2913,28089,28049,629.0
2914,20023,20153,115.0
2915,01039,12091,115.0
2916,36107,36015,230.0
2917,37009,37193,460.0
2918,21031,21177,161.0
2919,36067,36023,115.0
2920,51051,51167,207.0
2921,45063,45075,453.0
2922,01029,01111,115.0
2923,42031,42047,138.0
2924,39155,42085,414.0
2925,36091,36113,805.0
2926,05149,05083,161.0
2927,01117,01121,460.0
2928,36031,36033,284.0
2929,20205,20133,138.0
2930,01023,01091,115.0
2931,51059,51153,1075.0
2932,37165,37153,230.0
2933,05053,05069,230.0
2934,21049,21181,69.0
2935,21005,21167,138.0
2936,26159,26005,345.0
2937,27163,27025,744.0
2938,29019,29027,391.0
2939,54067,54025,138.0
2940,29095,29107,161.0
2941,55087,55139,138.0
2942,47149,47037,499.0
2943,38017,27027,230.0
2944,51103,51119,115.0
2945,51159,51103,115.0
2946,54095,54103,138.0
2947,51197,51071,276.0
2948,17189,17163,138.0
2949,20083,20145,115.0
2950,21025,21129,69.0
2951,51073,51119,338.0
2952,29107,29101,322.0
2953,27119,27029,184.0
2954,01107,01125,126.97699408284024
2955,26137,26029,138.0
2956,13135,13297,460.0
2957,20149,20169,345.0
2958,37043,13281,69.0
2959,13273,13177,115.0
2960,45077,45007,200.0
2961,39077,39143,169.0
2962,47001,47151,161.0
2963,72079,72125,169.0
2964,12079,12121,115.0
2965,40153,40059,345.0
2966,36075,36067,920.0
2967,12031,12003,115.0
2968,24043,54003,414.0
2969,24045,51001,69.0
2970,51027,51167,138.0
2971,27139,27037,874.0
2972,45035,45075,629.0
2973,27139,27085,230.0
2974,48037,05081,138.0
2975,26121,26123,307.0
2976,26159,26077,583.0
2977,29125,29131,138.0
2978,47121,47143,161.0
2979,36025,36007,115.0
2980,29005,29147,69.0
2981,36065,36089,765.0
2982,55127,55055,276.0
2983,51069,54003,138.0
2984,17189,17081,138.0
2985,01101,01085,345.0
2986,55017,55109,115.0
2987,13151,13247,230.0
2988,23013,23027,115.0
2989,37001,37157,400.0
2990,40093,40003,69.0
2991,13127,13039,169.0
2992,05009,05089,161.0
2993,51069,51171,138.0
2994,20009,20165,299.0
2995,17097,55059,345.0
2996,29105,29169,506.0
2997,22047,22121,356.97699408284024
2998,01033,01059,161.0
2999,29023,29069,506.0
3000,36065,36075,690.0
3001,40093,40053,69.0
3002,40049,40087,207.0
3003,21203,21199,69.0
3004,27147,27039,299.0
3005,47153,47007,287.97699408284024
3006,23019,23009,345.0
3007,09001,09005,345.0
3008,12041,12075,138.0
3009,28039,28111,161.0
3010,26013,26061,69.0
3011,13289,13169,169.0
3012,54027,54031,138.0
3013,12131,12091,241.97699408284024
3014,40067,40019,138.0
3015,26011,26129,276.0
3016,01061,01069,241.97699408284024
3017,31003,31089,184.0
3018,40089,05113,138.0
3019,29041,29175,161.0
3020,22047,22077,500.0
3021,51051,51167,264.97699408284024
3022,01089,01095,161.0
3023,19061,19019,345.0
3024,39007,39085,483.0
3025,26017,26069,138.0
3026,21041,21081,138.0
3027,45091,45023,838.0
3028,27059,27003,138.0
3029,37035,37109,435.7628595569597
3030,27149,27027,230.0
3031,27095,27059,69.0
3032,20135,20101,115.0
3033,12055,12105,368.0
3034,47003,47031,322.0
3035,01013,01085,115.0
3036,47035,47141,322.0
3037,29111,29045,69.0
3038,17175,17143,138.0
3039,39161,39003,345.0
3040,42071,24025,230.0
3041,29219,29073,169.0
3042,72091,72145,115.0
3043,17007,17201,138.0
3044,47081,47119,161.0
3045,40119,40083,69.0
3046,42063,42129,138.0
3047,55027,55131,138.0
3048,26123,26107,138.0
3049,51037,51147,115.0
3050,54081,54109,583.0
3051,01049,01019,235.7628595569597
3052,42117,42015,115.0
3053,20191,20035,138.0
3054,54067,54007,138.0
3055,38015,38043,230.0
3056,42047,42123,230.0
3057,21093,21085,69.0
3058,22109,22057,460.0
3059,18083,18101,138.0
3060,13085,13187,115.0
3061,45067,45041,230.0
3062,39053,39079,138.0
3063,17121,17081,138.0
3064,12069,12119,69.0
3065,27095,27065,69.0
3066,20193,20153,115.0
3067,24011,10005,230.0
3068,29023,29179,345.0
3069,05095,05123,161.0
3070,12107,12007,345.0
3071,36091,36083,241.97699408284024
3072,25021,25023,690.0
3073,51181,51800,730.0
3074,42029,42045,133.5257191139194
3075,51023,51045,126.97699408284024
3076,47165,47169,161.0
3077,27031,27075,115.0
3078,72061,72127,115.0
3079,40101,40111,138.0
3080,37147,37195,230.0
3081,72005,72071,284.0
3082,13279,13001,230.0
3083,17019,17113,138.0
3084,27119,38035,253.0
3085,22077,22125,730.0
3086,20135,20195,115.0
3087,13185,13075,115.0
3088,22105,22103,756.7628595569597
3089,12033,01003,230.0
3090,12131,01061,115.0
3091,20053,20169,230.0
3092,27023,27129,345.0
3093,29215,29229,69.0
3094,21231,47151,161.0
3095,01065,01063,345.0
3096,27077,27071,230.0
3097,18141,18089,690.0
3098,34003,34017,460.0
3099,37117,37147,126.97699408284024
3100,25015,25027,138.0
3101,29199,29045,69.0
3102,51063,51141,138.0
3103,28151,05017,230.0
3104,24019,24041,69.0
3105,37049,37103,460.0
3106,22017,22015,126.97699408284024
3107,47119,47099,322.0
3108,39117,39101,414.0
3109,38065,38057,363.5257191139194
3110,37083,37185,230.0
3111,29021,29003,330.0
3112,01055,01095,115.0
3113,54077,54091,138.0
3114,55039,55117,345.0
3115,27045,27055,69.0
3116,29055,29221,161.0
3117,29143,29155,230.0
3118,36025,36017,248.52571911391942
3119,27023,27149,230.0
3120,51089,51690,295.97699408284024
3121,55127,55133,138.0
3122,13237,13163,230.0
3123,25005,25023,460.0
3124,13267,13279,169.0
3125,22025,22059,193.73985363979995
3126,51199,51095,690.0
3127,01095,01071,322.0
3128,46115,46013,184.0
3129,18175,18043,230.0
3130,13255,13035,115.0
3131,31099,31019,230.0
3132,42099,42041,568.0
3133,29159,29015,161.0
3134,55003,55113,161.0
3135,20091,29037,161.0
3136,01117,01115,115.0
3137,29189,29071,828.0
3138,29173,29127,460.0
3139,21239,21005,69.0
3140,26159,26081,345.0
3141,26075,26005,345.0
3142,33003,33009,115.0
3143,50025,50003,115.0
3144,40121,40127,138.0
3145,45025,45031,851.0
3146,72077,72129,38.0
3147,21139,21083,161.0
3148,13135,13117,115.0
3149,20065,20051,115.0
3150,36037,36055,284.0
3151,37127,37181,230.0
3152,29121,29175,138.0
3153,13189,13073,514.0
3154,72011,72005,115.0
3155,42079,42109,230.0
3156,13301,13163,126.97699408284024
3157,39119,39049,345.0
3158,39119,39045,138.0
3159,46029,46013,345.0
3160,51075,51065,169.0
3161,47155,47009,126.97699408284024
3162,37085,37051,810.7628595569597
3163,36043,36077,66.7628595569597
3164,17183,18165,345.0
3165,22045,22101,126.97699408284024
3166,51059,51510,460.0
3167,29510,17163,414.0
3168,26105,26139,1035.0
3169,01097,01053,230.0
3170,20091,20121,322.0
3171,17197,18141,765.0
3172,26027,26021,652.0
3173,09005,36027,115.0
3174,19115,19139,345.0
3175,13121,13113,115.0
3176,47161,21157,500.0
3177,20199,20071,115.0
3178,18181,18157,345.0
3179,72113,72149,115.0
3180,54109,54011,765.0
3181,12095,12097,667.0
3182,37097,37003,193.73985363979995
3183,55111,55049,138.0
3184,13027,13185,345.0
3185,13149,13077,845.0
3186,27109,27099,230.0
3187,54081,54089,276.0
3188,45029,45011,230.0
3189,18147,18123,299.0
3190,21067,21041,345.0
3191,27053,27171,345.0
3192,01099,01025,115.0
3193,21167,21067,138.0
3194,51059,51061,500.0
3195,13199,13263,115.0
3196,36003,36101,230.0
3197,29019,29089,69.0
3198,36071,34037,115.0
3199,13209,13279,284.0
3200,45083,45045,1060.0
3201,37001,37081,338.0
3202,17021,17167,828.0
3203,54067,54015,138.0
3204,19157,19179,345.0
3205,26055,26105,345.0
3206,27077,27135,69.0
3207,36017,36007,115.0
3208,20009,20167,230.0
3209,45001,13105,115.0
3210,05121,05075,169.0
3211,20187,20075,115.0
3212,18057,18011,483.0
3213,39089,39041,483.0
3214,29225,29229,69.0
3215,18097,18011,345.0
3216,22119,22013,115.0
3217,34013,34017,399.0
3218,17063,17093,765.0
3219,29143,05093,500.0
3220,45015,45035,1035.0
3221,27163,27037,115.0
3222,27021,27007,230.0
3223,01091,01047,115.0
3224,17115,17147,483.0
3225,01117,01015,230.0
3226,55093,55109,460.0
3227,37049,37107,460.0
3228,51089,51690,126.97699408284024
3229,13165,13033,241.97699408284024
3230,55039,55117,276.0
3231,47041,47177,161.0
3232,31175,31163,115.0
3233,42121,42039,575.0
3234,05119,05125,115.0
3235,39169,39005,138.0
3236,18057,18011,238.0
3237,19049,19153,667.0
3238,44007,25027,575.0
3239,13279,13163,460.0
3240,18097,18081,644.0
3241,18101,18093,207.0
3242,19127,19171,276.0
3243,54099,54053,345.0
3244,12107,12035,115.0
3245,20013,20131,138.0
3246,20079,20115,115.0
3247,27053,27003,345.0
3248,28109,28073,184.0
3249,37123,37153,230.0
3250,47049,47133,161.0
3251,29117,29115,69.0
3252,40123,40049,138.0
3253,28051,28015,115.0
3254,01063,01107,241.97699408284024
3255,01015,01019,230.0
3256,39157,39031,138.0
3257,51041,51730,460.0
3258,12059,12063,230.0
3259,18103,18085,345.0
3260,05123,05035,161.0
3261,18117,18093,69.0
3262,46023,46135,230.0
3263,29027,29051,161.0
3264,13105,13221,126.97699408284024
3265,20031,20207,69.0
3266,40125,40109,138.0
3267,37021,37087,230.0
3268,29135,29053,161.0
3269,12053,12103,500.0
3270,23027,23009,115.0
3271,29065,29179,345.0
3272,20057,20009,230.0
3273,54049,54061,402.97699408284024
3274,17141,17201,138.0
3275,13015,13129,115.0
3276,01005,01067,241.97699408284024
3277,18147,18037,69.0
3278,18051,18163,207.0
3279,31137,31099,184.0
3280,20173,20079,276.0
3281,31065,31073,184.0
3282,51023,51005,138.0
3283,51107,51059,1150.0
3284,36039,36001,138.0
3285,18083,18063,345.0
3286,27109,27045,69.0
3287,39019,39151,307.0
3288,38007,38089,296.7628595569597
3289,54039,54053,345.0
3290,20135,20083,115.0
3291,18035,18029,345.0
3292,18051,18125,207.0
3293,13245,13073,193.73985363979995
3294,24005,24013,115.0
3295,05007,29119,161.0
3296,38053,38007,169.0
3297,47001,47105,161.0
3298,01005,01045,230.0
3299,28007,28133,230.0
3300,37189,37011,161.0
3301,40061,40077,161.0
3302,38027,38031,156.6
3303,20043,20005,184.0
3304,05119,05115,500.0
3305,19045,17161,506.0
3306,51143,51590,642.7628595569597
3307,21023,21161,126.97699408284024
3308,26099,26125,705.0
3309,42003,42007,966.0
3310,05061,05133,69.0
3311,45091,37119,800.0
3312,37001,37135,100.0
3313,55071,55061,483.0
3314,38101,38075,115.0
3315,18051,18125,621.0
3316,12133,12005,460.0
3317,72125,72055,115.0
3318,55105,55127,138.0
3319,22021,22073,115.0
3320,55135,55087,307.0
3321,13191,13127,115.0
3322,25003,36083,345.0
3323,40039,40015,276.0
3324,31119,31141,345.0
3325,20053,20159,115.0
3326,18031,18139,69.0
3327,05057,05073,115.0
3328,29095,20091,322.0
3329,05049,05005,69.0
3330,42005,42031,138.0
3331,37025,37119,660.0
3332,28087,28025,1049.7628595569597
3333,29187,29186,138.0
3334,12111,12061,368.0
3335,22081,22069,230.0
3336,22047,22005,1043.0
3337,20091,20209,115.0
3338,42133,42001,575.0
3339,42005,42063,669.0
3340,19117,19179,161.0
3341,72031,72029,230.0
3342,47001,47145,483.0
3343,27053,27003,744.0
3344,37051,37155,115.0
3345,47019,37011,322.0
3346,27067,27093,207.0
3347,18065,18139,69.0
3348,20055,20081,138.0
3349,29009,29145,230.0
3350,18065,18095,207.0
3351,51720,21095,161.0
3352,29125,29169,460.0
3353,12017,12083,299.0
3354,72133,72123,115.0
3355,18095,18059,69.0
3356,29013,29217,161.0
3357,05069,05079,115.0
3358,27173,46039,156.6
3359,26017,26145,276.0
3360,17137,17167,621.0
3361,21189,21129,69.0
3362,21131,21013,161.0
3363,27117,27133,69.0
3364,51019,51143,138.0
3365,51099,51193,230.0
3366,47037,47187,483.0
3367,01063,01125,241.97699408284024
3368,20069,20055,115.0
3369,45071,45023,100.0
3370,37019,37129,230.0
3371,13017,13155,115.0
3372,27023,27151,115.0
3373,33003,23017,115.0
3374,47001,47093,874.0
3375,29113,29163,161.0
3376,47183,47085,500.0
3377,72039,72013,115.0
3378,26117,26123,169.0
3379,01061,12091,230.0
3380,13089,13247,690.0
3381,26065,26075,276.0
3382,42083,42047,115.0
3383,51015,51003,575.0
3384,36025,36095,345.0
3385,20129,20187,115.0
3386,18141,18113,138.0
3387,17197,17179,690.0
3388,45047,45059,100.0
3389,54067,54019,138.0
3390,01103,01079,322.0
3391,12039,12073,184.0
3392,42095,42077,253.0
3393,51015,51790,115.0
3394,31109,31001,345.0
3395,31171,31017,115.0
3396,01017,01081,701.9769940828403
3397,26017,26157,483.0
3398,31077,31011,115.0
3399,12133,12059,115.0
3400,13223,13067,115.0
3401,12105,12103,115.0
3402,13083,13295,399.0
3403,54027,54057,276.0
3404,51147,51049,115.0
3405,24039,24019,138.0
3406,01095,01009,115.0
3407,37083,37015,169.0
3408,46009,46023,66.7628595569597
3409,54099,21127,483.0
3410,42051,42125,276.0
3411,36039,36001,871.7628595569597
3412,50025,25027,138.0
3413,17125,17167,138.0
3414,29083,29015,161.0
3415,21239,21167,138.0
3416,46067,46023,66.7628595569597
3417,01055,01009,115.0
3418,21235,21199,161.0
3419,46003,46015,69.0
3420,38057,38025,66.7628595569597
3421,55015,55139,138.0
3422,05063,05065,161.0
3423,19165,19047,69.0
3424,26037,26057,169.0
3425,25013,25027,345.0
3426,37197,37067,200.0
